ABC|2022/11/16|2100|1|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABC2022/11/162100
ABD|2022/11/17|1400|1|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABD2022/11/171400
ABE|2022/11/18|2100|1|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABE2022/11/182100
ABF|2022/11/19|1400|1|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABF2022/11/191400
ABG|2022/11/13|1000|2|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABG2022/11/131000
ABH|2022/11/14|1500|2|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABH2022/11/141500
ABI|2022/11/15|1000|2|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABI2022/11/151000
ABJ|2022/11/16|1500|2|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABJ2022/11/161500
ABK|2022/11/17|1000|2|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABK2022/11/171000
ABE|2022/11/18|1500|2|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABE2022/11/181500
ABC|2022/11/19|1000|2|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABC2022/11/191000
ABC|2022/11/13|1700|6|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABC2022/11/131700
ABD|2022/11/14|2300|6|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABD2022/11/142300
ABE|2022/11/15|1700|6|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABE2022/11/151700
ABF|2022/11/16|2300|6|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABF2022/11/162300
ABG|2022/11/17|1700|6|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABG2022/11/171700
ABH|2022/11/18|2300|6|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABH2022/11/182300
ABI|2022/11/19|1700|6|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABI2022/11/191700
ABJ|2022/11/13|0000|7|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABJ2022/11/130000
ABK|2022/11/14|0300|7|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABK2022/11/140300
ABE|2022/11/15|0000|7|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABE2022/11/150000
ABC|2022/11/16|0300|7|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABC2022/11/160300
ABD|2022/11/17|0000|7|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABD2022/11/170000
ABE|2022/11/18|0300|7|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABE2022/11/180300
ABF|2022/11/19|0000|7|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABF2022/11/190000
ABG|2022/11/13|0800|8|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABG2022/11/130800
ABH|2022/11/14|0100|8|2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,0,0,3,3,4,4,2,4,4,3,3,0,0,0,0,2.2,0,0,5,5,3,3,4,4,2,4,4,3,3,5,5,0,0,2.2,0,0,5,5,3,3,4,4,2,2,2,3,3,5,5,0,0,2|ABH2022/11/140100
